,gene_id,gene_name
3561,Xelaev18000587m.g,ncoa4.S
3581,Xelaev18000588m.g,Xelaev18000588m.g
3583,Xelaev18000589m.g,Xelaev18000589m.g
3584,Xelaev18000590m.g,timm23.S
3598,Xelaev18000591m.g,haus7.S
3618,Xelaev18000592m.g,Xelaev18000592m.g
3620,Xelaev18000593m.g,chat.S
3633,Xelaev18000594m.g,Xelaev18000594m.g
3636,Xelaev18000595m.g,slc18a3.S
3639,Xelaev18000596m.g,rgr.S
3653,Xelaev18000597m.g,lrit1.S
3663,Xelaev18000598m.g,lrit2.S
3669,Xelaev18000599m.g,cdhr1.S
3703,Xelaev18000600m.g,ghitm.S
3720,Xelaev18000602m.g,Xelaev18000602m.g
3722,Xelaev18000603m.g,Xelaev18000603m.g
3724,Xelaev18000604m.g,Xelaev18000604m.g
3725,Xelaev18000605m.g,Xelaev18000605m.g
3727,Xelaev18000606m.g,Xelaev18000606m.g
3732,Xelaev18000607m.g,Xelaev18000607m.g
3733,Xelaev18000609m.g,Xelaev18000609m.g
3736,Xelaev18000612m.g,nrg3.S
3749,Xelaev18000613m.g,Xetrov90018092m.S
3750,Xelaev18000614m.g,Xelaev18000614m.g
3751,Xelaev18000615m.g,Xelaev18000615m.g
3754,Xelaev18000617m.g,Xelaev18000617m.g
3756,Xelaev18000618m.g,Xelaev18000618m.g
3757,Xelaev18000619m.g,Xelaev18000619m.g
3759,Xelaev18000620m.g,Xelaev18000620m.g
3761,Xelaev18000621m.g,Xelaev18000621m.g
3762,Xelaev18000623m.g,Xelaev18000623m.g
3763,Xelaev18000625m.g,sh2d4b.S
3779,Xelaev18000626m.g,tspan14.S
3797,Xelaev18000627m.g,LOC100496678.S
3825,Xelaev18000628m.g,fam213a.S
3836,Xelaev18000629m.g,Xelaev18000629m.g
3838,Xelaev18000630m.g,mat1a.S
3856,Xelaev18000631m.g,Xetrov90027117m.S
3861,Xelaev18000633m.g,LOC100498256.S
3863,Xelaev18000635m.g,Xelaev18000635m.g
3865,Xelaev18000636m.g,Xelaev18000636m.g
3873,Xelaev18000638m.g,Xelaev18000638m.g
3878,Xelaev18000639m.g,Xelaev18000639m.g
3882,Xelaev18000640m.g,Xelaev18000640m.g
3889,Xelaev18000641m.g,Xelaev18000641m.g
3898,Xelaev18000642m.g,Xetrov90006034m.S
3900,Xelaev18000643m.g,rasgef1a.S
3926,Xelaev18000644m.g,ret.S
3966,Xelaev18000646m.g,bms1.S
3972,Xelaev18000647m.g,syt15.S
3988,Xelaev18000648m.g,Xetrov90018122m.S
3994,Xelaev18000649m.g,Xetrov90018123m.S
4000,Xelaev18000650m.g,glud1.S
4026,Xelaev18000651m.g,Xelaev18000651m.g
4028,Xelaev18000652m.g,Xelaev18000652m.g
4036,Xelaev18000653m.g,Xelaev18000653m.g
4037,Xelaev18000654m.g,LOC100491114.S
4043,Xelaev18000655m.g,Xelaev18000655m.g
4045,Xelaev18000656m.g,Xelaev18000656m.g
4051,Xelaev18000657m.g,Xelaev18000657m.g
4057,Xelaev18000658m.g,Xelaev18000658m.g
4063,Xelaev18000659m.g,Xelaev18000659m.g
4069,Xelaev18000661m.g,Xelaev18000661m.g
4075,Xelaev18000662m.g,Xelaev18000662m.g
4081,Xelaev18000663m.g,Xelaev18000663m.g
4087,Xelaev18000664m.g,Xelaev18000664m.g
4093,Xelaev18000665m.g,sncg.S
4104,Xelaev18000666m.g,mmrn2.S
4118,Xelaev18000667m.g,stbd1.S
4120,Xelaev18000668m.g,bmpr1a.S
4144,Xelaev18000669m.g,ldb3.S
4181,Xelaev18000670m.g,Xelaev18000670m.g
4183,Xelaev18000671m.g,Xelaev18000671m.g
4185,Xelaev18000672m.g,opn4.S
4207,Xelaev18000673m.g,wapl.S
4244,Xelaev18000674m.g,Xetrov90018166m.S
4245,Xelaev18000675m.g,grid1.S
4256,Xelaev18000676m.g,Xelaev18000676m.g
4258,Xelaev18000677m.g,Xelaev18000677m.g
4259,Xelaev18000678m.g,Xelaev18000678m.g
4263,Xelaev18000679m.g,Xelaev18000679m.g
4264,Xelaev18000680m.g,Xelaev18000680m.g
4265,Xelaev18000681m.g,Xelaev18000681m.g
4266,Xelaev18000682m.g,ccser2.S
4284,Xelaev18000683m.g,Xelaev18000683m.g
4286,Xelaev18000684m.g,LOC100488368.S
4294,Xelaev18000685m.g,mttp.2.S
4330,Xelaev18000686m.g,LOC101731705.S
4336,Xelaev18000687m.g,Xelaev18000687m.g
4337,Xelaev18000688m.g,Xelaev18000688m.g
4338,Xelaev18000689m.g,Xelaev18000689m.g
4339,Xelaev18000690m.g,Xelaev18000690m.g
4340,Xelaev18000691m.g,Xelaev18000691m.g
4341,Xelaev18000692m.g,Xelaev18000692m.g
4363,Xelaev18000693m.g,Xelaev18000693m.g
4364,Xelaev18000694m.g,Xelaev18000694m.g
4366,Xelaev18000695m.g,Xelaev18000695m.g
4375,Xelaev18000696m.g,Xelaev18000696m.g
4389,Xelaev18000697m.g,Xelaev18000697m.g
4390,Xelaev18000698m.g,Xelaev18000698m.g
4394,Xelaev18000699m.g,Xelaev18000699m.g
4396,Xelaev18000700m.g,Xelaev18000700m.g
4398,Xelaev18000701m.g,Xelaev18000701m.g
4399,Xelaev18000702m.g,Xelaev18000702m.g
4401,Xelaev18000703m.g,Xelaev18000703m.g
4404,Xelaev18000704m.g,Xelaev18000704m.g
4408,Xelaev18000705m.g,Xelaev18000705m.g
4410,Xelaev18000706m.g,Xelaev18000706m.g
4412,Xelaev18000707m.g,Xelaev18000707m.g
4413,Xelaev18000708m.g,Xelaev18000708m.g
4415,Xelaev18000709m.g,ffar2.S
4416,Xelaev18000710m.g,Xelaev18000710m.g
4420,Xelaev18000711m.g,Xelaev18000711m.g
4424,Xelaev18000712m.g,Xelaev18000712m.g
4430,Xelaev18000714m.g,Xelaev18000714m.g
4432,Xelaev18000715m.g,Xelaev18000715m.g
4434,Xelaev18000716m.g,Xelaev18000716m.g
4436,Xelaev18000717m.g,Xelaev18000717m.g
4437,Xelaev18000718m.g,Xelaev18000718m.g
4441,Xelaev18000719m.g,Xelaev18000719m.g
4442,Xelaev18000720m.g,Xelaev18000720m.g
4444,Xelaev18000721m.g,Xelaev18000721m.g
4445,Xelaev18000722m.g,Xelaev18000722m.g
4447,Xelaev18000723m.g,Xelaev18000723m.g
4449,Xelaev18000724m.g,LOC100488074.S
4451,Xelaev18000725m.g,hist1h2bj.S
4453,Xelaev18000726m.g,Xelaev18000726m.g
4455,Xelaev18000727m.g,ap1m2.S
4479,Xelaev18000728m.g,slc44a2.S
4523,Xelaev18000730m.g,ilf3.S
4562,Xelaev18000731m.g,LOC100485652.S
4566,Xelaev18000732m.g,Xelaev18000732m.g
4569,Xelaev18000733m.g,Xetrov90009719m.S
4627,Xelaev18000735m.g,qtrt1.S
4647,Xelaev18000736m.g,LOC101734409.S
4655,Xelaev18000737m.g,Xelaev18000737m.g
4657,Xelaev18000738m.g,dnm2.S
4677,Xelaev18000740m.g,tmed1.S
4682,Xelaev18000741m.g,carm1.S
4700,Xelaev18000742m.g,yipf2.S
4716,Xelaev18000743m.g,c19orf52.S
4720,Xelaev18000744m.g,LOC100495666.S
4728,Xelaev18000745m.g,smarca4.S
4795,Xelaev18000746m.g,ldlr.S
4831,Xelaev18000747m.g,kank2.S
4856,Xelaev18000748m.g,Xelaev18000748m.g
4858,Xelaev18000749m.g,Xelaev18000749m.g
4864,Xelaev18000750m.g,Xetrov90026837m.S
4866,Xelaev18000751m.g,tspan16.S
4873,Xelaev18000752m.g,rgl3.S
4883,Xelaev18000753m.g,Xelaev18000753m.g
4885,Xelaev18000754m.g,ccdc151.S
4911,Xelaev18000755m.g,prkcsh.S
4944,Xelaev18000756m.g,elavl3.S
4956,Xelaev18000757m.g,Xelaev18000757m.g
4958,Xelaev18000758m.g,znf653.S
4976,Xelaev18000759m.g,ecsit.S
4990,Xelaev18000760m.g,tmem56.2.S
5007,Xelaev18000761m.g,Xelaev18000761m.g
5009,Xelaev18000762m.g,cnn2.S
5023,Xelaev18000763m.g,elof1.S
5030,Xelaev18000764m.g,acp5.S
5039,Xelaev18000765m.g,Xelaev18000765m.g
5041,Xelaev18000766m.g,lyl1.S
5049,Xelaev18000767m.g,Xelaev18000767m.g
5051,Xelaev18000768m.g,nfix.S
5059,Xelaev18000769m.g,nfia-like.1.S
5062,Xelaev18000770m.g,Xelaev18000770m.g
5065,Xelaev18000771m.g,dand5.S
5070,Xelaev18000772m.g,gadd45gip1.S
5074,Xelaev18000773m.g,LOC100485638.S
5108,Xelaev18000774m.g,Xelaev18000774m.g
5120,Xelaev18000775m.g,farsa.S
5146,Xelaev18000776m.g,Xetrov90009789m.S
5148,Xelaev18000777m.g,Xelaev18000777m.g
5149,Xelaev18000778m.g,Xelaev18000778m.g
5152,Xelaev18000779m.g,Xelaev18000779m.g
5153,Xelaev18000780m.g,Xelaev18000780m.g
5154,Xelaev18000781m.g,Xelaev18000781m.g
5155,Xelaev18000782m.g,Xelaev18000782m.g
5156,Xelaev18000783m.g,Xelaev18000783m.g
5159,Xelaev18000784m.g,Xelaev18000784m.g
5160,Xelaev18000785m.g,Xetrov90029771m.S
5162,Xelaev18000786m.g,Xelaev18000786m.g
5164,Xelaev18000787m.g,Xelaev18000787m.g
5165,Xelaev18000788m.g,Xelaev18000788m.g
5166,Xelaev18000789m.g,Xelaev18000789m.g
5167,Xelaev18000790m.g,Xelaev18000790m.g
5169,Xelaev18000791m.g,Xelaev18000791m.g
5171,Xelaev18000792m.g,Xetrov90009780m.S
5173,Xelaev18000793m.g,rab3d.S
5182,Xelaev18000794m.g,LOC100485784-like.S
5188,Xelaev18000795m.g,thibz.S
5190,Xelaev18000796m.g,LOC100486093-like.S
5193,Xelaev18000798m.g,Xelaev18000798m.g
5195,Xelaev18000799m.g,rtbdn.S
5207,Xelaev18000800m.g,junb.S
5209,Xelaev18000801m.g,hook2.S
5253,Xelaev18000802m.g,best2.S
5272,Xelaev18000804m.g,cacna1a.S
5366,Xelaev18000805m.g,Xetrov90009753m.S
5368,Xelaev18000806m.g,Xelaev18000806m.g
5369,Xelaev18000807m.g,ier2.S
5371,Xelaev18000808m.g,stx10.S
5379,Xelaev18000809m.g,nacc1.S
5390,Xelaev18000810m.g,Xelaev18000810m.g
5422,Xelaev18000811m.g,wdr83os.S
5430,Xelaev18000812m.g,dhps.S
5450,Xelaev18000813m.g,fbxw9.S
5471,Xelaev18000814m.g,tnpo2.S
5519,Xelaev18000815m.g,c19orf43.S
5525,Xelaev18000816m.g,asna1.S
5539,Xelaev18000817m.g,clpp.S
5553,Xelaev18000818m.g,LOC100491128.S
5563,Xelaev18000819m.g,palm3-like.S
5574,Xelaev18000820m.g,Xelaev18000820m.g
5576,Xelaev18000821m.g,Xelaev18000821m.g
5578,Xelaev18000822m.g,rln3.S
5582,Xelaev18000823m.g,rfx1.S
5621,Xelaev18000824m.g,dcaf15.S
5648,Xelaev18000825m.g,LOC101733512-like.S
5650,Xelaev18000826m.g,zswim4.S
5678,Xelaev18000827m.g,Xelaev18000827m.g
5680,Xelaev18000828m.g,c19orf53.S
5686,Xelaev18000829m.g,khsrp.S
5726,Xelaev18000831m.g,crb3.S
5730,Xelaev18000832m.g,dennd1c.S
5734,Xelaev18000833m.g,tubb4a.S
5742,Xelaev18000834m.g,LOC101730883.S
5772,Xelaev18000835m.g,loc100133511.S
5811,Xelaev18000836m.g,c3.S
5891,Xelaev18000837m.g,LOC100135382.S
5903,Xelaev18000838m.g,LOC100492804.S
5926,Xelaev18000839m.g,LOC100491629.S
5932,Xelaev18000840m.g,tnfsf14.S
5940,Xelaev18000841m.g,cxcl16.S
5951,Xelaev18000842m.g,arrb2.S
5977,Xelaev18000843m.g,rnasek.S
5983,Xelaev18000844m.g,c17orf49.S
5989,Xelaev18000845m.g,Xelaev18000845m.g
5990,Xelaev18000846m.g,LOC100491797.S
5993,Xelaev18000847m.g,Xelaev18000847m.g
5994,Xelaev18000848m.g,ache.S
6001,Xelaev18000849m.g,Xetrov90030527m.S
6025,Xelaev18000850m.g,Xelaev18000850m.g
6029,Xelaev18000851m.g,Xelaev18000851m.g
6035,Xelaev18000852m.g,Xetrov90030535m.S
6059,Xelaev18000853m.g,serpine1.S
6077,Xelaev18000854m.g,ap1s1.S
6086,Xelaev18000855m.g,Xelaev18000855m.g
6088,Xelaev18000856m.g,vgf.S
6090,Xelaev18000857m.g,Xelaev18000857m.g
6093,Xelaev18000858m.g,Xelaev18000858m.g
6096,Xelaev18000859m.g,loc100145100.S
6102,Xelaev18000860m.g,Xelaev18000860m.g
6104,Xelaev18000861m.g,nat16.S
6111,Xelaev18000862m.g,LOC105945418.S
6119,Xelaev18000863m.g,mblac1.S
6123,Xelaev18000864m.g,LOC100493299.S
6132,Xelaev18000865m.g,Xelaev18000865m.g
6141,Xelaev18000866m.g,Xelaev18000866m.g
6145,Xelaev18000867m.g,lamtor4.S
6153,Xelaev18000868m.g,c7orf43.S
6173,Xelaev18000869m.g,gal3st4-like.2.S
6181,Xelaev18000870m.g,Xelaev18000870m.g
6183,Xelaev18000871m.g,Xelaev18000871m.g
6186,Xelaev18000872m.g,Xelaev18000872m.g
6188,Xelaev18000873m.g,Xelaev18000873m.g
6189,Xelaev18000874m.g,gal3st4.S
6196,Xelaev18000875m.g,gpc2.S
6216,Xelaev18000876m.g,ap4m1.S
6247,Xelaev18000877m.g,mcm7.S
6279,Xelaev18000878m.g,cops6.S
6287,Xelaev18000879m.g,LOC100490626.S
6291,Xelaev18000881m.g,LOC100490453.S
6295,Xelaev18000882m.g,sia1.S
6298,Xelaev18000884m.g,LOC101734831.S
6304,Xelaev18000885m.g,sia2.S
6310,Xelaev18000886m.g,Xelaev18000886m.g
6312,Xelaev18000887m.g,aurkb.S
6329,Xelaev18000888m.g,Xelaev18000888m.g
6330,Xelaev18000889m.g,Xelaev18000889m.g
6332,Xelaev18000890m.g,Xetrov90009914m.S
6334,Xelaev18000891m.g,Xelaev18000891m.g
6336,Xelaev18000892m.g,ctc1.S
6380,Xelaev18000893m.g,Xelaev18000893m.g
6386,Xelaev18000894m.g,esr-5.S
6394,Xelaev18000895m.g,hes7.2.S
6402,Xelaev18000896m.g,hes7.1.S
6408,Xelaev18000897m.g,hes7.S
6409,Xelaev18000898m.g,gucy2d.S
6445,Xelaev18000899m.g,LOC101732688.S
6482,Xelaev18000900m.g,trappc1.S
6491,Xelaev18000901m.g,kcnab3.S
6519,Xelaev18000902m.g,LOC100486303.S
6525,Xelaev18000903m.g,LOC101734908.S
6537,Xelaev18000904m.g,Xelaev18000904m.g
6553,Xelaev18000905m.g,casr.S
6559,Xelaev18000906m.g,Xelaev18000906m.g
6563,Xelaev18000907m.g,LOC100496966.S
6572,Xelaev18000908m.g,Xelaev18000908m.g
6582,Xelaev18000909m.g,Xelaev18000909m.g
6587,Xelaev18000910m.g,Xelaev18000910m.g
6593,Xelaev18000911m.g,LOC100490841.S
6605,Xelaev18000912m.g,LOC100493681.S
6611,Xelaev18000913m.g,Xelaev18000913m.g
6614,Xelaev18000914m.g,chd3.S
6652,Xelaev18000915m.g,Xelaev18000915m.g
6656,Xelaev18000916m.g,cyb5d1.S
6659,Xelaev18000917m.g,naa38.S
6665,Xelaev18000918m.g,Xelaev18000918m.g
6669,Xelaev18000919m.g,Xelaev18000919m.g
6671,Xelaev18000920m.g,kdm6b.S
6717,Xelaev18000921m.g,Xelaev18000921m.g
6718,Xelaev18000922m.g,efnb3.S
6723,Xelaev18000923m.g,Xelaev18000923m.g
6727,Xelaev18000924m.g,loc100497556.S
6745,Xelaev18000925m.g,chrne.S
6754,Xelaev18000926m.g,slc25a11.S
6770,Xelaev18000927m.g,Xelaev18000927m.g
6771,Xelaev18000928m.g,zpy1.S
6817,Xelaev18000929m.g,tnfsf12.S
6831,Xelaev18000930m.g,Xelaev18000930m.g
6844,Xelaev18000932m.g,mink1.S
6882,Xelaev18000933m.g,LOC100490410.S
6883,Xelaev18000934m.g,Xelaev18000934m.g
6884,Xelaev18000935m.g,LOC100490738.S
6885,Xelaev18000936m.g,LOC394444.S
6901,Xelaev18000937m.g,Xelaev18000937m.g
6902,Xelaev18000938m.g,Xelaev18000938m.g
6903,Xelaev18000939m.g,Xelaev18000939m.g
6904,Xelaev18000940m.g,LOC101734037.S
6905,Xelaev18000941m.g,Xelaev18000941m.g
6906,Xelaev18000942m.g,LOC101731066.S
6907,Xelaev18000943m.g,Xelaev18000943m.g
6912,Xelaev18000944m.g,psmb6.S
6924,Xelaev18000946m.g,Xelaev18000946m.g
6926,Xelaev18000947m.g,Xelaev18000947m.g
6928,Xelaev18000948m.g,dnajc18.S
6932,Xelaev18000949m.g,gltpd2.S
6940,Xelaev18000950m.g,loc100127707.S
6945,Xelaev18000951m.g,Xelaev18000951m.g
6949,Xelaev18000952m.g,tm4sf5.S
6959,Xelaev18000953m.g,cldn15.1.S
6969,Xelaev18000954m.g,fis1.S
6979,Xelaev18000955m.g,LOC101731311.S
6987,Xelaev18000956m.g,Xelaev18000956m.g
6994,Xelaev18000957m.g,Xelaev18000957m.g
6995,Xelaev18000958m.g,nyap1.S
7007,Xelaev18000959m.g,Xelaev18000959m.g
7008,Xelaev18000960m.g,Xelaev18000960m.g
7010,Xelaev18000961m.g,Xelaev18000961m.g
7011,Xelaev18000962m.g,Xelaev18000962m.g
7013,Xelaev18000963m.g,Xelaev18000963m.g
7015,Xelaev18000964m.g,LOC101734996.S
7016,Xelaev18000965m.g,Xelaev18000965m.g
7017,Xelaev18000966m.g,Xelaev18000966m.g
7020,Xelaev18000967m.g,Xelaev18000967m.g
7021,Xelaev18000968m.g,Xelaev18000968m.g
7022,Xelaev18000969m.g,Xelaev18000969m.g
7024,Xelaev18000970m.g,Xelaev18000970m.g
7025,Xelaev18000971m.g,Xelaev18000971m.g
7026,Xelaev18000972m.g,Xelaev18000972m.g
7027,Xelaev18000973m.g,Xelaev18000973m.g
7028,Xelaev18000974m.g,Xelaev18000974m.g
7040,Xelaev18000976m.g,Xelaev18000976m.g
7041,Xelaev18000977m.g,Xelaev18000977m.g
7053,Xelaev18000978m.g,Xetrov90010106m.S
7054,Xelaev18000979m.g,Xelaev18000979m.g
7055,Xelaev18000980m.g,Xelaev18000980m.g
7056,Xelaev18000981m.g,Xelaev18000981m.g
7057,Xelaev18000982m.g,Xelaev18000982m.g
7058,Xelaev18000983m.g,Xelaev18000983m.g
7059,Xelaev18000984m.g,Xelaev18000984m.g
7060,Xelaev18000985m.g,Xelaev18000985m.g
7061,Xelaev18000986m.g,Xelaev18000986m.g
7062,Xelaev18000987m.g,Xelaev18000987m.g
7064,Xelaev18000988m.g,Xelaev18000988m.g
7065,Xelaev18000989m.g,Xelaev18000989m.g
7066,Xelaev18000990m.g,Xelaev18000990m.g
7067,Xelaev18000991m.g,Xelaev18000991m.g
7068,Xelaev18000992m.g,Xelaev18000992m.g
7069,Xelaev18000993m.g,Xelaev18000993m.g
7070,Xelaev18000994m.g,Xelaev18000994m.g
7071,Xelaev18000995m.g,Xelaev18000995m.g
7072,Xelaev18000996m.g,Xelaev18000996m.g
7074,Xelaev18000997m.g,Xelaev18000997m.g
7076,Xelaev18000998m.g,Xelaev18000998m.g
7079,Xelaev18000999m.g,Xelaev18000999m.g
7080,Xelaev18001000m.g,Xelaev18001000m.g
7082,Xelaev18001001m.g,Xelaev18001001m.g
7083,Xelaev18001002m.g,Xelaev18001002m.g
7084,Xelaev18001003m.g,Xelaev18001003m.g
7086,Xelaev18001004m.g,zp3.S
7102,Xelaev18001005m.g,Xelaev18001005m.g
7103,Xelaev18001006m.g,Xelaev18001006m.g
7104,Xelaev18001007m.g,Xelaev18001007m.g
7105,Xelaev18001008m.g,Xelaev18001008m.g
7106,Xelaev18001009m.g,Xelaev18001009m.g
7107,Xelaev18001010m.g,znhit1.S
7117,Xelaev18001011m.g,plod3.S
7151,Xelaev18001012m.g,arhgef15.S
7181,Xelaev18001013m.g,Xelaev18001013m.g
7197,Xelaev18001014m.g,rnf167.S
7216,Xelaev18001015m.g,pfn1.S
7222,Xelaev18001016m.g,Xelaev18001016m.g
7223,Xelaev18001017m.g,Xelaev18001017m.g
7231,Xelaev18001018m.g,Xelaev18001018m.g
7233,Xelaev18001019m.g,camta2.S
7253,Xelaev18001020m.g,kif1c.S
7294,Xelaev18001021m.g,Xelaev18001021m.g
7299,Xelaev18001022m.g,pcolce.S
7306,Xelaev18001023m.g,Xelaev18001023m.g
7307,Xelaev18001024m.g,Xelaev18001024m.g
7309,Xelaev18001025m.g,Xelaev18001025m.g
7311,Xelaev18001026m.g,Xelaev18001026m.g
7320,Xelaev18001027m.g,srrt.S
7358,Xelaev18001028m.g,Xelaev18001028m.g
7359,Xelaev18001029m.g,Xelaev18001029m.g
7360,Xelaev18001030m.g,Xelaev18001030m.g
7364,Xelaev18001031m.g,Xelaev18001031m.g
7365,Xelaev18001032m.g,Xelaev18001032m.g
7368,Xelaev18001033m.g,Xelaev18001033m.g
7372,Xelaev18001034m.g,dlg4.S
7389,Xelaev18001035m.g,Xetrov90030376m.S
7390,Xelaev18001036m.g,Xelaev18001036m.g
7391,Xelaev18001037m.g,clec10a.S
7406,Xelaev18001038m.g,LOC101732042-like.S
7433,Xelaev18001039m.g,plscr4.S
7446,Xelaev18001040m.g,Xelaev18001040m.g
7447,Xelaev18001041m.g,plscr3.S
7461,Xelaev18001042m.g,Xelaev18001042m.g
7467,Xelaev18001043m.g,Xetrov90028158m.S
7470,Xelaev18001044m.g,slc12a9.S
7496,Xelaev18001045m.g,epo.S
7501,Xelaev18001046m.g,LOC100487225.S
7522,Xelaev18001047m.g,pop7.S
7525,Xelaev18001048m.g,gigyf1.S
7574,Xelaev18001049m.g,Xetrov90029311m.S
7576,Xelaev18001050m.g,actl6b.S
7591,Xelaev18001051m.g,mepce.S
7599,Xelaev18001052m.g,Xelaev18001052m.g
7603,Xelaev18001053m.g,LOC100145073.S
7613,Xelaev18001054m.g,Xelaev18001054m.g
7645,Xelaev18001055m.g,Xelaev18001055m.g
7647,Xelaev18001057m.g,mpdu1.S
7653,Xelaev18001058m.g,eif4a1.S
7675,Xelaev18001060m.g,senp3.S
7695,Xelaev18001061m.g,nlgn2.S
7707,Xelaev18001062m.g,fgf11.S
7717,Xelaev18001063m.g,Xelaev18001063m.g
7718,Xelaev18001064m.g,abcb10.S
7721,Xelaev18001065m.g,loc100497729.S
7733,Xelaev18001066m.g,Xelaev18001066m.g
7735,Xelaev18001067m.g,Xelaev18001067m.g
7737,Xelaev18001068m.g,Xelaev18001068m.g
7738,Xelaev18001069m.g,Xelaev18001069m.g
7739,Xelaev18001070m.g,Xelaev18001070m.g
7741,Xelaev18001071m.g,Xelaev18001071m.g
7742,Xelaev18001072m.g,Xelaev18001072m.g
7743,Xelaev18001073m.g,Xelaev18001073m.g
7744,Xelaev18001074m.g,Xelaev18001074m.g
7745,Xelaev18001075m.g,Xelaev18001075m.g
7746,Xelaev18001076m.g,Xelaev18001076m.g
7747,Xelaev18001077m.g,Xelaev18001077m.g
7748,Xelaev18001078m.g,Xelaev18001078m.g
7749,Xelaev18001080m.g,ctdnep1.S
7765,Xelaev18001081m.g,Xetrov90029794m.S
7779,Xelaev18001082m.g,cldn7.S
7785,Xelaev18001083m.g,Xelaev18001083m.g
7786,Xelaev18001084m.g,ybx2.S
7805,Xelaev18001086m.g,gps2.S
7828,Xelaev18001087m.g,neurl4.S
7854,Xelaev18001088m.g,acap1.S
7898,Xelaev18001089m.g,Xelaev18001089m.g
7901,Xelaev18001090m.g,Xelaev18001090m.g
7903,Xelaev18001091m.g,tp53.S
7912,Xelaev18001092m.g,atp1b2.S
7928,Xelaev18001093m.g,Xelaev18001093m.g
7930,Xelaev18001094m.g,polr2a.S
7988,Xelaev18001095m.g,Xetrov90022081m.1
7993,Xelaev18001096m.g,Xelaev18001096m.g
7997,Xelaev18001097m.g,Xetrov90026476m.1
7998,Xelaev18001098m.g,kansl3.S
8002,Xelaev18001099m.g,Xelaev18001099m.g
8004,Xelaev18001100m.g,Xelaev18001100m.g
8010,Xelaev18001101m.g,Xelaev18001101m.g
8012,Xelaev18001102m.g,Xelaev18001102m.g
8014,Xelaev18001103m.g,Xelaev18001103m.g
8030,Xelaev18001104m.g,Xetrov90030054m.1
8031,Xelaev18001105m.g,Xelaev18001105m.g
8033,Xelaev18001106m.g,Xelaev18001106m.g
8035,Xelaev18001107m.g,Xelaev18001107m.g
8037,Xelaev18001108m.g,tp53rk.L
8039,Xelaev18001110m.g,Xelaev18001110m.g
8041,Xelaev18001111m.g,Xelaev18001111m.g
8042,Xelaev18001112m.g,hamp2.S
8045,Xelaev18001113m.g,Xelaev18001113m.g
8047,Xelaev18001114m.g,Xelaev18001114m.g
8048,Xelaev18001115m.g,Xelaev18001115m.g
8050,Xelaev18001116m.g,Xelaev18001116m.g
8051,Xelaev18001117m.g,Xelaev18001117m.g
8052,Xelaev18001118m.g,Xelaev18001118m.g
8058,Xelaev18001119m.g,cherp.S
8096,Xelaev18001121m.g,eps15l1.S
8142,Xelaev18001122m.g,Xelaev18001122m.g
8144,Xelaev18001123m.g,klf2.S
8150,Xelaev18001124m.g,gdf3.S
8154,Xelaev18001125m.g,gdf1.S
8155,Xelaev18001126m.g,cers1.S
8169,Xelaev18001127m.g,cope.S
8189,Xelaev18001128m.g,ddx49.S
8215,Xelaev18001129m.g,homer3.S
8234,Xelaev18001130m.g,thap1.S
8240,Xelaev18001131m.g,jund.2.S
8243,Xelaev18001132m.g,srp72.S
8281,Xelaev18001133m.g,igfbpl1.S
8286,Xelaev18001135m.g,Xelaev18001135m.g
8287,Xelaev18001136m.g,shb.S
8299,Xelaev18001137m.g,gna11.S
8313,Xelaev18001138m.g,aes.S
8327,Xelaev18001139m.g,tle2.S
8368,Xelaev18001140m.g,Xelaev18001140m.g
8370,Xelaev18001141m.g,plpp2.S
8381,Xelaev18001142m.g,s1pr4.S
8386,Xelaev18001143m.g,ncln.S
8416,Xelaev18001144m.g,celf5.S
8441,Xelaev18001145m.g,Xelaev18001145m.g
8442,Xelaev18001146m.g,slc25a42.S
8457,Xelaev18001148m.g,tmem161a.S
8468,Xelaev18001149m.g,tmem221.S
8474,Xelaev18001150m.g,nr2c2ap.S
8478,Xelaev18001151m.g,borcs8.S
8486,Xelaev18001152m.g,rfxank.S
8503,Xelaev18001153m.g,hapln4.S
8507,Xelaev18001154m.g,ncan.S
8527,Xelaev18001155m.g,Xelaev18001155m.g
8530,Xelaev18001156m.g,Xetrov90019995m.S
8531,Xelaev18001157m.g,sugp1.S
8557,Xelaev18001158m.g,mau2.S
8595,Xelaev18001159m.g,gatad2a.S
8605,Xelaev18001160m.g,yjefn3.S
8617,Xelaev18001161m.g,Xelaev18001161m.g
8619,Xelaev18001162m.g,cilp2.S
8633,Xelaev18001163m.g,plvap.S
8643,Xelaev18001164m.g,gtpbp3.S
8662,Xelaev18001166m.g,ano8.S
8666,Xelaev18001167m.g,Xelaev18001167m.g
8667,Xelaev18001168m.g,Xelaev18001168m.g
8668,Xelaev18001169m.g,Xelaev18001169m.g
8671,Xelaev18001170m.g,abhd8.S
8680,Xelaev18001171m.g,Xelaev18001171m.g
8681,Xelaev18001172m.g,Xetrov90001989m.S
8682,Xelaev18001173m.g,Xelaev18001173m.g
8683,Xelaev18001174m.g,Xelaev18001174m.g
8685,Xelaev18001175m.g,hook3.S
8705,Xelaev18001176m.g,Xelaev18001176m.g
8708,Xelaev18001177m.g,rnf170.S
8721,Xelaev18001178m.g,spink2.S
8729,Xelaev18001179m.g,hopx.S
8734,Xelaev18001180m.g,ccdc124.S
8743,Xelaev18001181m.g,kcnn1.S
8760,Xelaev18001182m.g,MGC147419.S
